Country_Name,Type,NetworkAccessType,NetworkType,YearQuarter,MeasureValue,Unit,Year,Quarter
Costa Rica,Subscriptions,DSL,Fixed broadband,2019-Q2,228037.0,Subscriptions,2019,Q2
Costa Rica,Subscriptions,DSL,Fixed broadband,2019-Q4,192136.0,Subscriptions,2019,Q4
Costa Rica,Subscriptions,DSL,Fixed broadband,2020-Q2,210381.0,Subscriptions,2020,Q2
Costa Rica,Subscriptions,DSL,Fixed broadband,2020-Q4,214330.0,Subscriptions,2020,Q4
Costa Rica,Subscriptions,DSL,Fixed broadband,2021-Q2,152151.0,Subscriptions,2021,Q2
Costa Rica,Subscriptions,DSL,Fixed broadband,2021-Q4,132684.0,Subscriptions,2021,Q4
Costa Rica,Subscriptions,DSL,Fixed broadband,2022-Q2,115143.0,Subscriptions,2022,Q2
Costa Rica,Subscriptions,DSL,Fixed broadband,2022-Q4,83280.0,Subscriptions,2022,Q4
Costa Rica,Subscriptions,DSL,Fixed broadband,2023-Q2,72142.0,Subscriptions,2023,Q2
Costa Rica,Subscriptions,DSL,Fixed broadband,2023-Q4,69743.0,Subscriptions,2023,Q4
Costa Rica,Subscriptions,DSL,Fixed broadband,2024-Q2,46269.0,Subscriptions,2024,Q2
Costa Rica,Subscriptions,DSL,Fixed broadband,2024-Q4,34693.0,Subscriptions,2024,Q4
Czechia,Subscriptions,DSL,Fixed broadband,2018-Q2,880524.0,Subscriptions,2018,Q2
Czechia,Subscriptions,DSL,Fixed broadband,2018-Q4,889813.0,Subscriptions,2018,Q4
Czechia,Subscriptions,DSL,Fixed broadband,2019-Q2,901632.0,Subscriptions,2019,Q2
Czechia,Subscriptions,DSL,Fixed broadband,2019-Q4,920000.0,Subscriptions,2019,Q4
Czechia,Subscriptions,DSL,Fixed broadband,2020-Q2,941855.0,Subscriptions,2020,Q2
Czechia,Subscriptions,DSL,Fixed broadband,2020-Q4,957366.0,Subscriptions,2020,Q4
Czechia,Subscriptions,DSL,Fixed broadband,2021-Q2,976996.0,Subscriptions,2021,Q2
Czechia,Subscriptions,DSL,Fixed broadband,2021-Q4,990930.0,Subscriptions,2021,Q4
Czechia,Subscriptions,DSL,Fixed broadband,2022-Q2,1004345.0,Subscriptions,2022,Q2
Czechia,Subscriptions,DSL,Fixed broadband,2022-Q4,1007316.0,Subscriptions,2022,Q4
Czechia,Subscriptions,DSL,Fixed broadband,2023-Q2,1013544.0,Subscriptions,2023,Q2
Czechia,Subscriptions,DSL,Fixed broadband,2023-Q4,1016093.0,Subscriptions,2023,Q4
Czechia,Subscriptions,DSL,Fixed broadband,2024-Q2,1008754.0,Subscriptions,2024,Q2
Czechia,Subscriptions,DSL,Fixed broadband,2024-Q4,992626.0,Subscriptions,2024,Q4
Denmark,Subscriptions,DSL,Fixed broadband,2018-Q2,910556.0,Subscriptions,2018,Q2
Denmark,Subscriptions,DSL,Fixed broadband,2018-Q4,863218.0,Subscriptions,2018,Q4
Denmark,Subscriptions,DSL,Fixed broadband,2019-Q2,809006.0,Subscriptions,2019,Q2
Denmark,Subscriptions,DSL,Fixed broadband,2019-Q4,753036.0,Subscriptions,2019,Q4
Denmark,Subscriptions,DSL,Fixed broadband,2020-Q2,686887.0,Subscriptions,2020,Q2
Denmark,Subscriptions,DSL,Fixed broadband,2020-Q4,625282.0,Subscriptions,2020,Q4
Denmark,Subscriptions,DSL,Fixed broadband,2021-Q2,630591.0,Subscriptions,2021,Q2
Denmark,Subscriptions,DSL,Fixed broadband,2021-Q4,513195.0,Subscriptions,2021,Q4
Denmark,Subscriptions,DSL,Fixed broadband,2022-Q2,454547.0,Subscriptions,2022,Q2
Denmark,Subscriptions,DSL,Fixed broadband,2022-Q4,400703.0,Subscriptions,2022,Q4
Denmark,Subscriptions,DSL,Fixed broadband,2023-Q2,344342.0,Subscriptions,2023,Q2
Denmark,Subscriptions,DSL,Fixed broadband,2023-Q4,294823.0,Subscriptions,2023,Q4
Denmark,Subscriptions,DSL,Fixed broadband,2024-Q2,253974.0,Subscriptions,2024,Q2
Denmark,Subscriptions,DSL,Fixed broadband,2024-Q4,209417.0,Subscriptions,2024,Q4
Estonia,Subscriptions,DSL,Fixed broadband,2018-Q2,132450.0,Subscriptions,2018,Q2
Estonia,Subscriptions,DSL,Fixed broadband,2018-Q4,127649.0,Subscriptions,2018,Q4
Estonia,Subscriptions,DSL,Fixed broadband,2019-Q2,120753.0,Subscriptions,2019,Q2
Estonia,Subscriptions,DSL,Fixed broadband,2019-Q4,113636.0,Subscriptions,2019,Q4
Estonia,Subscriptions,DSL,Fixed broadband,2020-Q2,108500.0,Subscriptions,2020,Q2
Estonia,Subscriptions,DSL,Fixed broadband,2020-Q4,103440.0,Subscriptions,2020,Q4
Estonia,Subscriptions,DSL,Fixed broadband,2021-Q2,99565.0,Subscriptions,2021,Q2
Estonia,Subscriptions,DSL,Fixed broadband,2021-Q4,95817.0,Subscriptions,2021,Q4
Estonia,Subscriptions,DSL,Fixed broadband,2022-Q2,91924.0,Subscriptions,2022,Q2
Estonia,Subscriptions,DSL,Fixed broadband,2022-Q4,87712.0,Subscriptions,2022,Q4
Estonia,Subscriptions,DSL,Fixed broadband,2023-Q2,90988.0,Subscriptions,2023,Q2
Estonia,Subscriptions,DSL,Fixed broadband,2023-Q4,87206.0,Subscriptions,2023,Q4
Estonia,Subscriptions,DSL,Fixed broadband,2024-Q2,83729.0,Subscriptions,2024,Q2
Estonia,Subscriptions,DSL,Fixed broadband,2024-Q4,78618.0,Subscriptions,2024,Q4
Finland,Subscriptions,DSL,Fixed broadband,2018-Q2,449000.0,Subscriptions,2018,Q2
Finland,Subscriptions,DSL,Fixed broadband,2018-Q4,405000.0,Subscriptions,2018,Q4
Finland,Subscriptions,DSL,Fixed broadband,2019-Q2,379000.0,Subscriptions,2019,Q2
Finland,Subscriptions,DSL,Fixed broadband,2019-Q4,346000.0,Subscriptions,2019,Q4
Finland,Subscriptions,DSL,Fixed broadband,2020-Q2,319000.0,Subscriptions,2020,Q2
Finland,Subscriptions,DSL,Fixed broadband,2020-Q4,281000.0,Subscriptions,2020,Q4
Finland,Subscriptions,DSL,Fixed broadband,2021-Q2,245000.0,Subscriptions,2021,Q2
Finland,Subscriptions,DSL,Fixed broadband,2021-Q4,218000.0,Subscriptions,2021,Q4
Finland,Subscriptions,DSL,Fixed broadband,2022-Q2,176000.0,Subscriptions,2022,Q2
Finland,Subscriptions,DSL,Fixed broadband,2022-Q4,140000.0,Subscriptions,2022,Q4
Finland,Subscriptions,DSL,Fixed broadband,2023-Q2,106000.0,Subscriptions,2023,Q2
Finland,Subscriptions,DSL,Fixed broadband,2023-Q4,86000.0,Subscriptions,2023,Q4
Finland,Subscriptions,DSL,Fixed broadband,2024-Q2,59000.0,Subscriptions,2024,Q2
Finland,Subscriptions,DSL,Fixed broadband,2024-Q4,52000.0,Subscriptions,2024,Q4
France,Subscriptions,DSL,Fixed broadband,2018-Q2,20291000.0,Subscriptions,2018,Q2
France,Subscriptions,DSL,Fixed broadband,2018-Q4,19570000.0,Subscriptions,2018,Q4
France,Subscriptions,DSL,Fixed broadband,2019-Q2,18763000.0,Subscriptions,2019,Q2
France,Subscriptions,DSL,Fixed broadband,2019-Q4,17827000.0,Subscriptions,2019,Q4
France,Subscriptions,DSL,Fixed broadband,2020-Q2,16848000.0,Subscriptions,2020,Q2
France,Subscriptions,DSL,Fixed broadband,2020-Q4,15340000.0,Subscriptions,2020,Q4
France,Subscriptions,DSL,Fixed broadband,2021-Q2,13722000.0,Subscriptions,2021,Q2
France,Subscriptions,DSL,Fixed broadband,2021-Q4,12396000.0,Subscriptions,2021,Q4
France,Subscriptions,DSL,Fixed broadband,2022-Q2,11125000.0,Subscriptions,2022,Q2
France,Subscriptions,DSL,Fixed broadband,2022-Q4,9798000.0,Subscriptions,2022,Q4
France,Subscriptions,DSL,Fixed broadband,2023-Q2,8548000.0,Subscriptions,2023,Q2
France,Subscriptions,DSL,Fixed broadband,2023-Q4,7438000.0,Subscriptions,2023,Q4
France,Subscriptions,DSL,Fixed broadband,2024-Q2,6250000.0,Subscriptions,2024,Q2
France,Subscriptions,DSL,Fixed broadband,2024-Q4,5201000.0,Subscriptions,2024,Q4
Germany,Subscriptions,DSL,Fixed broadband,2018-Q2,24813850.0,Subscriptions,2018,Q2
Germany,Subscriptions,DSL,Fixed broadband,2018-Q4,24997200.0,Subscriptions,2018,Q4
Germany,Subscriptions,DSL,Fixed broadband,2019-Q2,25155042.0,Subscriptions,2019,Q2
Germany,Subscriptions,DSL,Fixed broadband,2019-Q4,25256216.0,Subscriptions,2019,Q4
Germany,Subscriptions,DSL,Fixed broadband,2020-Q2,25248602.0,Subscriptions,2020,Q2
Germany,Subscriptions,DSL,Fixed broadband,2020-Q4,25354410.0,Subscriptions,2020,Q4
Germany,Subscriptions,DSL,Fixed broadband,2021-Q2,25351176.0,Subscriptions,2021,Q2
Germany,Subscriptions,DSL,Fixed broadband,2021-Q4,25370295.0,Subscriptions,2021,Q4
Germany,Subscriptions,DSL,Fixed broadband,2022-Q2,25049341.0,Subscriptions,2022,Q2
Germany,Subscriptions,DSL,Fixed broadband,2022-Q4,24655178.0,Subscriptions,2022,Q4
Germany,Subscriptions,DSL,Fixed broadband,2023-Q2,24639065.0,Subscriptions,2023,Q2
Germany,Subscriptions,DSL,Fixed broadband,2023-Q4,24470227.0,Subscriptions,2023,Q4
Germany,Subscriptions,DSL,Fixed broadband,2024-Q2,24138662.0,Subscriptions,2024,Q2
Germany,Subscriptions,DSL,Fixed broadband,2024-Q4,23606755.0,Subscriptions,2024,Q4
Greece,Subscriptions,DSL,Fixed broadband,2018-Q2,3871207.0,Subscriptions,2018,Q2
Greece,Subscriptions,DSL,Fixed broadband,2018-Q4,3952845.0,Subscriptions,2018,Q4
Greece,Subscriptions,DSL,Fixed broadband,2019-Q2,4015248.0,Subscriptions,2019,Q2
Greece,Subscriptions,DSL,Fixed broadband,2019-Q4,4092175.0,Subscriptions,2019,Q4
Greece,Subscriptions,DSL,Fixed broadband,2020-Q2,4186576.0,Subscriptions,2020,Q2
Greece,Subscriptions,DSL,Fixed broadband,2020-Q4,4256638.0,Subscriptions,2020,Q4
Greece,Subscriptions,DSL,Fixed broadband,2021-Q2,4317461.0,Subscriptions,2021,Q2
Greece,Subscriptions,DSL,Fixed broadband,2021-Q4,4407628.0,Subscriptions,2021,Q4
Greece,Subscriptions,DSL,Fixed broadband,2022-Q2,4311489.0,Subscriptions,2022,Q2
Greece,Subscriptions,DSL,Fixed broadband,2022-Q4,4271754.0,Subscriptions,2022,Q4
Greece,Subscriptions,DSL,Fixed broadband,2023-Q2,4212209.0,Subscriptions,2023,Q2
Greece,Subscriptions,DSL,Fixed broadband,2023-Q4,4137396.0,Subscriptions,2023,Q4
Greece,Subscriptions,DSL,Fixed broadband,2024-Q2,3997373.0,Subscriptions,2024,Q2
Greece,Subscriptions,DSL,Fixed broadband,2024-Q4,3826088.0,Subscriptions,2024,Q4
Hungary,Subscriptions,DSL,Fixed broadband,2018-Q2,749171.0,Subscriptions,2018,Q2
Hungary,Subscriptions,DSL,Fixed broadband,2018-Q4,734109.0,Subscriptions,2018,Q4
Hungary,Subscriptions,DSL,Fixed broadband,2019-Q2,717185.0,Subscriptions,2019,Q2
Hungary,Subscriptions,DSL,Fixed broadband,2019-Q4,671841.0,Subscriptions,2019,Q4
Hungary,Subscriptions,DSL,Fixed broadband,2020-Q2,642186.0,Subscriptions,2020,Q2
Hungary,Subscriptions,DSL,Fixed broadband,2020-Q4,600909.0,Subscriptions,2020,Q4
Hungary,Subscriptions,DSL,Fixed broadband,2021-Q2,566812.0,Subscriptions,2021,Q2
Hungary,Subscriptions,DSL,Fixed broadband,2021-Q4,524520.0,Subscriptions,2021,Q4
Hungary,Subscriptions,DSL,Fixed broadband,2022-Q2,502751.0,Subscriptions,2022,Q2
Hungary,Subscriptions,DSL,Fixed broadband,2022-Q4,500270.0,Subscriptions,2022,Q4
Hungary,Subscriptions,DSL,Fixed broadband,2023-Q2,447503.0,Subscriptions,2023,Q2
Hungary,Subscriptions,DSL,Fixed broadband,2023-Q4,332910.0,Subscriptions,2023,Q4
Hungary,Subscriptions,DSL,Fixed broadband,2024-Q2,306495.0,Subscriptions,2024,Q2
Hungary,Subscriptions,DSL,Fixed broadband,2024-Q4,294318.0,Subscriptions,2024,Q4
Iceland,Subscriptions,DSL,Fixed broadband,2018-Q2,70379.0,Subscriptions,2018,Q2
Iceland,Subscriptions,DSL,Fixed broadband,2018-Q4,63743.0,Subscriptions,2018,Q4
Iceland,Subscriptions,DSL,Fixed broadband,2019-Q2,56199.0,Subscriptions,2019,Q2
Iceland,Subscriptions,DSL,Fixed broadband,2019-Q4,51356.0,Subscriptions,2019,Q4
Iceland,Subscriptions,DSL,Fixed broadband,2020-Q2,47388.0,Subscriptions,2020,Q2
Iceland,Subscriptions,DSL,Fixed broadband,2020-Q4,41314.0,Subscriptions,2020,Q4
Iceland,Subscriptions,DSL,Fixed broadband,2021-Q2,35906.0,Subscriptions,2021,Q2
Iceland,Subscriptions,DSL,Fixed broadband,2021-Q4,32322.0,Subscriptions,2021,Q4
Iceland,Subscriptions,DSL,Fixed broadband,2022-Q2,28766.0,Subscriptions,2022,Q2
Iceland,Subscriptions,DSL,Fixed broadband,2022-Q4,25254.0,Subscriptions,2022,Q4
Iceland,Subscriptions,DSL,Fixed broadband,2023-Q2,20846.0,Subscriptions,2023,Q2
Iceland,Subscriptions,DSL,Fixed broadband,2023-Q4,16230.0,Subscriptions,2023,Q4
Iceland,Subscriptions,DSL,Fixed broadband,2024-Q2,13071.0,Subscriptions,2024,Q2
Iceland,Subscriptions,DSL,Fixed broadband,2024-Q4,9893.0,Subscriptions,2024,Q4
Ireland,Subscriptions,DSL,Fixed broadband,2018-Q2,926351.0,Subscriptions,2018,Q2
Ireland,Subscriptions,DSL,Fixed broadband,2018-Q4,914600.0,Subscriptions,2018,Q4
Ireland,Subscriptions,DSL,Fixed broadband,2019-Q2,896074.0,Subscriptions,2019,Q2
Ireland,Subscriptions,DSL,Fixed broadband,2019-Q4,873493.0,Subscriptions,2019,Q4
Ireland,Subscriptions,DSL,Fixed broadband,2020-Q2,859272.0,Subscriptions,2020,Q2
Ireland,Subscriptions,DSL,Fixed broadband,2020-Q4,829951.0,Subscriptions,2020,Q4
Ireland,Subscriptions,DSL,Fixed broadband,2021-Q2,791084.0,Subscriptions,2021,Q2
Ireland,Subscriptions,DSL,Fixed broadband,2021-Q4,746293.0,Subscriptions,2021,Q4
Ireland,Subscriptions,DSL,Fixed broadband,2022-Q2,703662.0,Subscriptions,2022,Q2
Ireland,Subscriptions,DSL,Fixed broadband,2022-Q4,654345.0,Subscriptions,2022,Q4
Ireland,Subscriptions,DSL,Fixed broadband,2023-Q2,594175.0,Subscriptions,2023,Q2
Ireland,Subscriptions,DSL,Fixed broadband,2023-Q4,538182.0,Subscriptions,2023,Q4
Ireland,Subscriptions,DSL,Fixed broadband,2024-Q2,475240.0,Subscriptions,2024,Q2
Ireland,Subscriptions,DSL,Fixed broadband,2024-Q4,417407.0,Subscriptions,2024,Q4
Israel,Subscriptions,DSL,Fixed broadband,2018-Q2,1662000.0,Subscriptions,2018,Q2
Israel,Subscriptions,DSL,Fixed broadband,2018-Q4,1656000.0,Subscriptions,2018,Q4
Israel,Subscriptions,DSL,Fixed broadband,2019-Q2,1610800.0,Subscriptions,2019,Q2
Israel,Subscriptions,DSL,Fixed broadband,2019-Q4,1575300.0,Subscriptions,2019,Q4
Israel,Subscriptions,DSL,Fixed broadband,2020-Q2,1572846.0,Subscriptions,2020,Q2
Israel,Subscriptions,DSL,Fixed broadband,2020-Q4,1556703.0,Subscriptions,2020,Q4
Israel,Subscriptions,DSL,Fixed broadband,2021-Q2,1528943.0,Subscriptions,2021,Q2
Israel,Subscriptions,DSL,Fixed broadband,2021-Q4,1396361.0,Subscriptions,2021,Q4
Israel,Subscriptions,DSL,Fixed broadband,2022-Q2,1350000.0,Subscriptions,2022,Q2
Israel,Subscriptions,DSL,Fixed broadband,2022-Q4,1237000.0,Subscriptions,2022,Q4
Israel,Subscriptions,DSL,Fixed broadband,2023-Q2,1100000.0,Subscriptions,2023,Q2
Israel,Subscriptions,DSL,Fixed broadband,2023-Q4,932446.0,Subscriptions,2023,Q4
Israel,Subscriptions,DSL,Fixed broadband,2024-Q2,801466.0,Subscriptions,2024,Q2
Israel,Subscriptions,DSL,Fixed broadband,2024-Q4,670487.0,Subscriptions,2024,Q4
Italy,Subscriptions,DSL,Fixed broadband,2018-Q2,9722347.0,Subscriptions,2018,Q2
Italy,Subscriptions,DSL,Fixed broadband,2018-Q4,8551154.0,Subscriptions,2018,Q4
Italy,Subscriptions,DSL,Fixed broadband,2019-Q2,7574525.0,Subscriptions,2019,Q2
Italy,Subscriptions,DSL,Fixed broadband,2019-Q4,7227656.0,Subscriptions,2019,Q4
Italy,Subscriptions,DSL,Fixed broadband,2020-Q2,6340707.0,Subscriptions,2020,Q2
Italy,Subscriptions,DSL,Fixed broadband,2020-Q4,5499032.0,Subscriptions,2020,Q4
Italy,Subscriptions,DSL,Fixed broadband,2021-Q2,4753159.0,Subscriptions,2021,Q2
Italy,Subscriptions,DSL,Fixed broadband,2021-Q4,4097686.0,Subscriptions,2021,Q4
Italy,Subscriptions,DSL,Fixed broadband,2022-Q2,3486639.0,Subscriptions,2022,Q2
Italy,Subscriptions,DSL,Fixed broadband,2022-Q4,3084399.0,Subscriptions,2022,Q4
Italy,Subscriptions,DSL,Fixed broadband,2023-Q2,2696667.0,Subscriptions,2023,Q2
Italy,Subscriptions,DSL,Fixed broadband,2023-Q4,2409342.0,Subscriptions,2023,Q4
Italy,Subscriptions,DSL,Fixed broadband,2024-Q2,2123075.0,Subscriptions,2024,Q2
Italy,Subscriptions,DSL,Fixed broadband,2024-Q4,1434192.0,Subscriptions,2024,Q4
Japan,Subscriptions,DSL,Fixed broadband,2018-Q2,2042283.0,Subscriptions,2018,Q2
Japan,Subscriptions,DSL,Fixed broadband,2018-Q4,1821115.0,Subscriptions,2018,Q4
Japan,Subscriptions,DSL,Fixed broadband,2019-Q2,1643311.0,Subscriptions,2019,Q2
Japan,Subscriptions,DSL,Fixed broadband,2019-Q4,1483862.0,Subscriptions,2019,Q4
Japan,Subscriptions,DSL,Fixed broadband,2020-Q2,1305675.0,Subscriptions,2020,Q2
Japan,Subscriptions,DSL,Fixed broadband,2020-Q4,1157534.0,Subscriptions,2020,Q4
Japan,Subscriptions,DSL,Fixed broadband,2021-Q2,953673.0,Subscriptions,2021,Q2
Japan,Subscriptions,DSL,Fixed broadband,2021-Q4,746341.0,Subscriptions,2021,Q4
Japan,Subscriptions,DSL,Fixed broadband,2022-Q2,609809.0,Subscriptions,2022,Q2
Japan,Subscriptions,DSL,Fixed broadband,2022-Q4,461831.0,Subscriptions,2022,Q4
Japan,Subscriptions,DSL,Fixed broadband,2023-Q2,304478.0,Subscriptions,2023,Q2
Japan,Subscriptions,DSL,Fixed broadband,2023-Q4,253791.0,Subscriptions,2023,Q4
Japan,Subscriptions,DSL,Fixed broadband,2024-Q2,48207.0,Subscriptions,2024,Q2
Japan,Subscriptions,DSL,Fixed broadband,2024-Q4,41338.0,Subscriptions,2024,Q4
Korea,Subscriptions,DSL,Fixed broadband,2018-Q2,767908.0,Subscriptions,2018,Q2
Korea,Subscriptions,DSL,Fixed broadband,2018-Q4,696779.0,Subscriptions,2018,Q4
Korea,Subscriptions,DSL,Fixed broadband,2019-Q2,639790.0,Subscriptions,2019,Q2
Korea,Subscriptions,DSL,Fixed broadband,2019-Q4,594962.0,Subscriptions,2019,Q4
Korea,Subscriptions,DSL,Fixed broadband,2020-Q2,542306.0,Subscriptions,2020,Q2
Korea,Subscriptions,DSL,Fixed broadband,2020-Q4,508464.0,Subscriptions,2020,Q4
Korea,Subscriptions,DSL,Fixed broadband,2021-Q2,477595.0,Subscriptions,2021,Q2
Korea,Subscriptions,DSL,Fixed broadband,2021-Q4,444685.0,Subscriptions,2021,Q4
Korea,Subscriptions,DSL,Fixed broadband,2022-Q2,423337.0,Subscriptions,2022,Q2
Korea,Subscriptions,DSL,Fixed broadband,2022-Q4,402791.0,Subscriptions,2022,Q4
Korea,Subscriptions,DSL,Fixed broadband,2023-Q2,379410.0,Subscriptions,2023,Q2
Korea,Subscriptions,DSL,Fixed broadband,2023-Q4,355364.0,Subscriptions,2023,Q4
Korea,Subscriptions,DSL,Fixed broadband,2024-Q2,335457.0,Subscriptions,2024,Q2
Korea,Subscriptions,DSL,Fixed broadband,2024-Q4,313046.0,Subscriptions,2024,Q4
Latvia,Subscriptions,DSL,Fixed broadband,2018-Q2,121622.0,Subscriptions,2018,Q2
Latvia,Subscriptions,DSL,Fixed broadband,2018-Q4,118513.0,Subscriptions,2018,Q4
Latvia,Subscriptions,DSL,Fixed broadband,2019-Q2,114083.0,Subscriptions,2019,Q2
Latvia,Subscriptions,DSL,Fixed broadband,2019-Q4,109701.0,Subscriptions,2019,Q4
Latvia,Subscriptions,DSL,Fixed broadband,2020-Q2,106686.0,Subscriptions,2020,Q2
Latvia,Subscriptions,DSL,Fixed broadband,2020-Q4,103228.0,Subscriptions,2020,Q4
Latvia,Subscriptions,DSL,Fixed broadband,2021-Q2,99223.0,Subscriptions,2021,Q2
Latvia,Subscriptions,DSL,Fixed broadband,2021-Q4,95206.0,Subscriptions,2021,Q4
Latvia,Subscriptions,DSL,Fixed broadband,2022-Q2,91802.0,Subscriptions,2022,Q2
Latvia,Subscriptions,DSL,Fixed broadband,2022-Q4,85367.0,Subscriptions,2022,Q4
Latvia,Subscriptions,DSL,Fixed broadband,2023-Q2,82357.0,Subscriptions,2023,Q2
Latvia,Subscriptions,DSL,Fixed broadband,2023-Q4,79577.0,Subscriptions,2023,Q4
Latvia,Subscriptions,DSL,Fixed broadband,2024-Q2,76125.0,Subscriptions,2024,Q2
Latvia,Subscriptions,DSL,Fixed broadband,2024-Q4,73441.0,Subscriptions,2024,Q4
Lithuania,Subscriptions,DSL,Fixed broadband,2018-Q2,138547.0,Subscriptions,2018,Q2
Lithuania,Subscriptions,DSL,Fixed broadband,2018-Q4,132243.0,Subscriptions,2018,Q4
Lithuania,Subscriptions,DSL,Fixed broadband,2019-Q2,127273.0,Subscriptions,2019,Q2
Lithuania,Subscriptions,DSL,Fixed broadband,2019-Q4,124318.0,Subscriptions,2019,Q4
Lithuania,Subscriptions,DSL,Fixed broadband,2020-Q2,122177.0,Subscriptions,2020,Q2
Lithuania,Subscriptions,DSL,Fixed broadband,2020-Q4,120114.0,Subscriptions,2020,Q4
Lithuania,Subscriptions,DSL,Fixed broadband,2021-Q2,117973.0,Subscriptions,2021,Q2
Lithuania,Subscriptions,DSL,Fixed broadband,2021-Q4,116508.0,Subscriptions,2021,Q4
Lithuania,Subscriptions,DSL,Fixed broadband,2022-Q2,115436.0,Subscriptions,2022,Q2
Lithuania,Subscriptions,DSL,Fixed broadband,2022-Q4,114445.0,Subscriptions,2022,Q4
Lithuania,Subscriptions,DSL,Fixed broadband,2023-Q2,112996.0,Subscriptions,2023,Q2
Lithuania,Subscriptions,DSL,Fixed broadband,2023-Q4,110967.0,Subscriptions,2023,Q4
Lithuania,Subscriptions,DSL,Fixed broadband,2024-Q2,108627.0,Subscriptions,2024,Q2
Lithuania,Subscriptions,DSL,Fixed broadband,2024-Q4,106050.0,Subscriptions,2024,Q4
Luxembourg,Subscriptions,DSL,Fixed broadband,2018-Q2,127200.0,Subscriptions,2018,Q2
Luxembourg,Subscriptions,DSL,Fixed broadband,2018-Q4,122700.0,Subscriptions,2018,Q4
Luxembourg,Subscriptions,DSL,Fixed broadband,2019-Q2,107700.0,Subscriptions,2019,Q2
Luxembourg,Subscriptions,DSL,Fixed broadband,2019-Q4,109500.0,Subscriptions,2019,Q4
Luxembourg,Subscriptions,DSL,Fixed broadband,2020-Q2,97900.0,Subscriptions,2020,Q2
Luxembourg,Subscriptions,DSL,Fixed broadband,2020-Q4,93600.0,Subscriptions,2020,Q4
Luxembourg,Subscriptions,DSL,Fixed broadband,2021-Q2,87200.0,Subscriptions,2021,Q2
Luxembourg,Subscriptions,DSL,Fixed broadband,2021-Q4,82200.0,Subscriptions,2021,Q4
Luxembourg,Subscriptions,DSL,Fixed broadband,2022-Q2,79310.0,Subscriptions,2022,Q2
Luxembourg,Subscriptions,DSL,Fixed broadband,2022-Q4,73900.0,Subscriptions,2022,Q4
Luxembourg,Subscriptions,DSL,Fixed broadband,2023-Q2,68600.0,Subscriptions,2023,Q2
Luxembourg,Subscriptions,DSL,Fixed broadband,2023-Q4,62800.0,Subscriptions,2023,Q4
Luxembourg,Subscriptions,DSL,Fixed broadband,2024-Q2,57300.0,Subscriptions,2024,Q2
Luxembourg,Subscriptions,DSL,Fixed broadband,2024-Q4,54600.0,Subscriptions,2024,Q4
Mexico,Subscriptions,DSL,Fixed broadband,2018-Q2,7178847.0,Subscriptions,2018,Q2
Mexico,Subscriptions,DSL,Fixed broadband,2018-Q4,7168184.0,Subscriptions,2018,Q4
Mexico,Subscriptions,DSL,Fixed broadband,2019-Q2,6989373.0,Subscriptions,2019,Q2
Mexico,Subscriptions,DSL,Fixed broadband,2019-Q4,6756981.0,Subscriptions,2019,Q4
Mexico,Subscriptions,DSL,Fixed broadband,2020-Q2,6546241.0,Subscriptions,2020,Q2
Mexico,Subscriptions,DSL,Fixed broadband,2020-Q4,6198667.0,Subscriptions,2020,Q4
Mexico,Subscriptions,DSL,Fixed broadband,2021-Q2,5675248.0,Subscriptions,2021,Q2
Mexico,Subscriptions,DSL,Fixed broadband,2021-Q4,5124700.0,Subscriptions,2021,Q4
Mexico,Subscriptions,DSL,Fixed broadband,2022-Q2,4328688.0,Subscriptions,2022,Q2
Mexico,Subscriptions,DSL,Fixed broadband,2022-Q4,3492050.0,Subscriptions,2022,Q4
Mexico,Subscriptions,DSL,Fixed broadband,2023-Q2,2799874.0,Subscriptions,2023,Q2
Mexico,Subscriptions,DSL,Fixed broadband,2023-Q4,2268386.0,Subscriptions,2023,Q4
Mexico,Subscriptions,DSL,Fixed broadband,2024-Q2,1957081.0,Subscriptions,2024,Q2
Mexico,Subscriptions,DSL,Fixed broadband,2024-Q4,1680597.0,Subscriptions,2024,Q4
Netherlands,Subscriptions,DSL,Fixed broadband,2018-Q2,2692000.0,Subscriptions,2018,Q2
Netherlands,Subscriptions,DSL,Fixed broadband,2018-Q4,2654000.0,Subscriptions,2018,Q4
Netherlands,Subscriptions,DSL,Fixed broadband,2019-Q2,2613000.0,Subscriptions,2019,Q2
Netherlands,Subscriptions,DSL,Fixed broadband,2019-Q4,2561605.0,Subscriptions,2019,Q4
Netherlands,Subscriptions,DSL,Fixed broadband,2020-Q2,2479101.0,Subscriptions,2020,Q2
Netherlands,Subscriptions,DSL,Fixed broadband,2020-Q4,2417000.0,Subscriptions,2020,Q4
Netherlands,Subscriptions,DSL,Fixed broadband,2021-Q2,2299000.0,Subscriptions,2021,Q2
Netherlands,Subscriptions,DSL,Fixed broadband,2021-Q4,2228999.0,Subscriptions,2021,Q4
Netherlands,Subscriptions,DSL,Fixed broadband,2022-Q2,2211012.0,Subscriptions,2022,Q2
Netherlands,Subscriptions,DSL,Fixed broadband,2022-Q4,2060000.0,Subscriptions,2022,Q4
Netherlands,Subscriptions,DSL,Fixed broadband,2023-Q2,1954000.0,Subscriptions,2023,Q2
Netherlands,Subscriptions,DSL,Fixed broadband,2023-Q4,1863000.0,Subscriptions,2023,Q4
Netherlands,Subscriptions,DSL,Fixed broadband,2024-Q2,1628000.0,Subscriptions,2024,Q2
Netherlands,Subscriptions,DSL,Fixed broadband,2024-Q4,1528000.0,Subscriptions,2024,Q4
